RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalLatePays,DebtToIncomeRatio,CreditDensity,ActualDefault,DefaultProbability,CreditScore,ScoreBand,Decision
0.891245821,50,0,0.170497338,7700.0,5,0,0,0,2.0,0,1312.8295026,0.1510574018126888,0,0.6392764702978354,470,300-500,DECLINE
0.377021459,48,0,0.275332922,11338.0,17,0,1,0,3.0,0,3121.724669636,0.5466237942122186,0,0.4403712736334189,494,300-500,DECLINE
0.180457393,73,1,10.0,5400.0,3,1,0,0,0.0,2,54000.0,0.053475935828877004,0,0.2533315576849567,518,501-600,MANUAL REVIEW
0.767990854,48,0,10.0,5400.0,6,0,0,0,2.0,0,54000.0,0.19292604501607716,0,0.5742648885547956,478,300-500,DECLINE
1.0,33,2,0.764004337,8300.0,10,0,3,0,0.0,2,6341.2359971000005,0.6211180124223602,1,0.9006971118266098,423,300-500,DECLINE
0.04300373,78,0,0.013747852,6400.0,5,0,0,0,0.0,0,87.9862528,0.0818330605564648,0,0.11554588467792007,545,501-600,MANUAL REVIEW
0.932106789,54,0,0.393797791,4707.0,7,0,1,0,0.0,0,1853.606202237,0.18867924528301885,0,0.6706513653183444,466,300-500,DECLINE
0.48268786,30,0,0.264841895,8000.0,9,0,2,1,1.0,1,2118.73516,0.6870229007633588,0,0.5226267152250496,484,300-500,DECLINE
0.049535921,29,1,0.317400812,3200.0,6,0,1,0,0.0,1,1015.6825984,0.49586776859504134,0,0.3531430764842161,504,501-600,MANUAL REVIEW
0.08775588,68,0,0.457069934,9794.0,6,0,2,0,0.0,0,4476.542933596,0.11741682974559686,0,0.16681792935573278,533,501-600,MANUAL REVIEW
0.9999999,25,0,0.290788013,900.0,3,0,0,0,0.0,0,261.7092117,0.3703703703703704,0,0.7823475150434057,450,300-500,DECLINE
0.398201626,60,0,0.361029997,7533.0,10,0,1,0,2.0,0,2719.6389674009997,0.23201856148491878,1,0.3604993944262394,503,501-600,MANUAL REVIEW
0.058979767,61,0,10.0,5400.0,3,0,0,0,0.0,0,54000.0,0.06802721088435373,0,0.1393486022438941,539,501-600,MANUAL REVIEW
0.007318071,64,0,10.0,5400.0,7,0,0,0,0.0,0,54000.0,0.14861995753715498,0,0.13095228819115823,541,501-600,MANUAL REVIEW
0.042582675,45,0,1.741419527,3000.0,5,0,3,0,0.0,0,5224.258581,0.1779359430604982,0,0.23600164744634083,521,501-600,MANUAL REVIEW
0.42706366,32,0,0.474503642,7000.0,5,0,1,0,1.0,0,3321.525494,0.33112582781456956,0,0.45819571388923597,491,300-500,DECLINE
0.005967115,63,0,0.083700441,4085.0,6,0,0,0,0.0,0,341.916301485,0.1301518438177874,0,0.14199844564138325,539,501-600,MANUAL REVIEW
0.015837214,72,0,0.546043368,3550.0,14,0,1,0,1.0,0,1938.4539564,0.2540834845735027,0,0.16965781618961714,532,501-600,MANUAL REVIEW
0.020907208,43,1,0.205698575,4000.0,11,0,0,0,2.0,1,822.7943,0.421455938697318,0,0.30571226337496465,510,501-600,MANUAL REVIEW
0.176623377,51,1,1.159520516,2168.0,9,0,2,0,0.0,1,2513.840478688,0.26392961876832843,0,0.36570411796150115,503,501-600,MANUAL REVIEW
0.066507277,50,0,0.513163972,8659.0,6,0,2,0,0.0,0,4443.486833548,0.18126888217522658,0,0.2093543222179622,525,501-600,MANUAL REVIEW
0.100972179,37,0,0.649746193,6500.0,18,0,2,0,1.0,0,4223.3502545,0.8955223880597014,0,0.36359400988234725,503,501-600,MANUAL REVIEW
0.899431484,61,0,0.067617165,7083.0,8,0,1,0,0.0,0,478.93237969500007,0.18140589569160998,1,0.6209612787662663,472,300-500,DECLINE
1.0,52,0,0.805892548,7500.0,16,0,1,1,0.0,1,6044.1941099999995,0.45584045584045585,1,0.7275633348378389,458,300-500,DECLINE
0.72570794,24,1,10.0,5400.0,5,0,0,2,0.0,3,54000.0,0.7042253521126761,0,0.6608135736172351,467,300-500,DECLINE
0.02786237,73,0,0.005452893,3300.0,9,0,0,0,0.0,0,17.9945469,0.16042780748663102,0,0.1391551129680703,539,501-600,MANUAL REVIEW
0.024999735,47,0,0.525147485,10000.0,16,0,3,0,3.0,0,5251.47485,0.5315614617940199,0,0.29030562198475585,512,501-600,MANUAL REVIEW
0.9999999,44,1,0.0,1300.0,0,0,0,0,1.0,1,0.0,0.0,0,0.775761066056498,451,300-500,DECLINE
0.483279904,42,0,0.567429071,8000.0,8,0,2,0,3.0,0,4539.432567999999,0.3187250996015936,0,0.5079281924177322,486,300-500,DECLINE
0.070893406,68,0,0.014373203,8000.0,11,0,1,0,0.0,0,114.985624,0.21526418786692758,0,0.17018272272545792,532,501-600,MANUAL REVIEW
0.123394742,45,0,10.0,5400.0,11,0,1,0,0.0,0,54000.0,0.39145907473309605,0,0.25494520049533675,518,501-600,MANUAL REVIEW
0.077427841,38,0,0.380123975,5000.0,11,0,1,0,1.0,0,1900.619875,0.5213270142180094,0,0.28557166174774445,513,501-600,MANUAL REVIEW
0.160101093,31,0,10.0,0.0,11,0,0,0,2.0,0,0.0,0.7801418439716312,0,0.2748378243225686,515,501-600,MANUAL REVIEW
0.26247005,72,0,10.0,5400.0,7,0,0,0,0.0,0,54000.0,0.12704174228675136,0,0.1964015589466857,527,501-600,MANUAL REVIEW
0.001272694,46,0,0.280539367,8750.0,6,0,1,0,0.0,0,2454.7194612499998,0.20618556701030927,0,0.1806428208033111,530,501-600,MANUAL REVIEW
0.155391054,68,0,10.0,5400.0,8,0,0,0,0.0,0,54000.0,0.15655577299412915,0,0.17149014661117115,532,501-600,MANUAL REVIEW
0.050658987,47,0,1.908045977,2000.0,12,0,3,0,2.0,0,3816.091954,0.39867109634551495,0,0.28853570746242974,513,501-600,MANUAL REVIEW
0.333656526,53,1,0.152735151,5538.0,9,0,0,0,1.0,1,845.8472662380001,0.2493074792243767,0,0.40792951557643353,497,300-500,DECLINE
0.031301206,34,0,0.28030176,5964.0,8,0,1,0,1.0,0,1671.7196966400002,0.4678362573099415,0,0.25813910190566947,517,501-600,MANUAL REVIEW
0.168957904,45,0,0.154328964,5416.0,9,0,0,0,0.0,0,835.845669024,0.32028469750889677,0,0.2632555269397102,516,501-600,MANUAL REVIEW
0.188256123,27,0,0.881825173,3900.0,6,0,1,0,1.0,0,3439.1181747,0.594059405940594,0,0.36448145438168067,503,501-600,MANUAL REVIEW
0.503449655,44,0,0.177663525,3500.0,4,0,0,0,1.0,0,621.8223375,0.14760147601476015,0,0.4355078681814855,494,300-500,DECLINE
0.216783217,67,0,6.0,0.0,2,0,0,0,0.0,0,0.0,0.03992015968063872,0,0.16005900288414765,534,501-600,MANUAL REVIEW
0.0,46,0,0.190769773,11353.0,8,0,1,0,1.0,0,2165.809232869,0.274914089347079,0,0.1877898160664728,529,501-600,MANUAL REVIEW
0.066785903,56,0,0.563696919,20416.0,6,0,3,0,0.0,0,11508.436298304,0.1534526854219949,0,0.177759140898569,531,501-600,MANUAL REVIEW
0.064831172,66,0,0.008805222,6586.0,2,0,0,0,0.0,0,57.991192092,0.04073319755600815,0,0.1346793370858938,540,501-600,MANUAL REVIEW
0.429471634,54,0,0.596519135,10686.0,23,0,4,0,0.0,0,6374.403476609999,0.6199460916442048,0,0.5235101758133787,484,300-500,DECLINE
0.763969441,43,0,0.553153153,3884.0,5,0,1,0,2.0,0,2148.446846252,0.19157088122605362,0,0.6320905252653183,471,300-500,DECLINE
0.327334083,35,0,0.236816588,13406.0,6,0,1,0,0.0,0,3174.7631787279997,0.3314917127071823,0,0.3540155827828951,504,501-600,MANUAL REVIEW
0.55335774,46,1,0.751891074,1982.0,9,0,1,0,2.0,1,1490.248108668,0.30927835051546393,0,0.6157416348240391,473,300-500,DECLINE
0.9999999,93,0,0.0,5400.0,5,0,0,0,0.0,0,0.0,0.0657030223390276,0,0.5150253174808272,485,300-500,DECLINE
0.242298837,54,0,10.0,5400.0,12,0,2,0,0.0,0,54000.0,0.32345013477088946,0,0.3033000738644682,511,501-600,MANUAL REVIEW
0.65791776,47,3,0.261618219,5400.0,11,0,0,1,0.0,4,1412.7383826,0.3654485049833887,0,0.7550743962924692,454,300-500,DECLINE
0.162764135,38,0,0.274495546,5500.0,6,0,2,0,0.0,0,1509.725503,0.2843601895734597,0,0.304995249223812,510,501-600,MANUAL REVIEW
0.0367944,40,0,0.275274657,8100.0,12,0,3,0,2.0,0,2229.7247217,0.5194805194805194,0,0.29786831007491504,511,501-600,MANUAL REVIEW
0.030705977,64,0,10.0,5400.0,5,0,0,0,0.0,0,54000.0,0.10615711252653927,0,0.13147162012746294,541,501-600,MANUAL REVIEW
0.123699584,30,0,0.050610574,14166.0,10,0,0,0,0.0,0,716.949391284,0.7633587786259542,0,0.27537729595966537,515,501-600,MANUAL REVIEW
0.069919213,35,0,0.336766323,10000.0,12,0,2,0,2.0,0,3367.6632299999997,0.6629834254143646,0,0.31144076245392627,510,501-600,MANUAL REVIEW
0.0,44,0,0.846892249,4166.0,5,0,2,0,2.0,0,3528.153109334,0.18450184501845018,0,0.22181965740142215,523,501-600,MANUAL REVIEW
0.193706807,62,0,10.0,5400.0,6,0,2,0,1.0,0,54000.0,0.13303769401330376,0,0.23037064130614449,521,501-600,MANUAL REVIEW
0.006468074,89,2,0.152711822,4000.0,21,0,0,0,0.0,2,610.8472879999999,0.29126213592233013,0,0.241038410157237,520,501-600,MANUAL REVIEW
0.06519674,39,0,0.126977769,4992.0,3,0,0,0,0.0,0,633.873022848,0.13574660633484162,0,0.2076616030037821,525,501-600,MANUAL REVIEW
0.851293445,34,2,0.434964769,5250.0,9,1,2,0,0.0,3,2283.56503725,0.5263157894736842,1,0.8843873761275958,428,300-500,DECLINE
0.393782809,33,0,0.697162855,8000.0,13,0,2,0,4.0,0,5577.302839999999,0.8074534161490683,0,0.5504537932634654,481,300-500,DECLINE
0.032186238,48,0,0.084987123,6600.0,11,0,1,0,0.0,0,560.9150118,0.35369774919614144,0,0.21521635677974535,524,501-600,MANUAL REVIEW
0.0,55,0,0.0,5400.0,3,0,0,0,0.0,0,0.0,0.07874015748031496,0,0.14415418699071747,538,501-600,MANUAL REVIEW
0.479372712,63,0,0.247181451,4700.0,6,0,1,0,0.0,0,1161.7528197,0.1301518438177874,0,0.3609952134533737,503,501-600,MANUAL REVIEW
0.523849198,37,0,0.372663877,3584.0,3,0,2,0,0.0,0,1335.627335168,0.14925373134328357,0,0.5036387179545823,486,300-500,DECLINE
0.0,49,0,0.800696864,5739.0,8,0,3,0,0.0,0,4595.199302495999,0.24922118380062305,0,0.2173918686475182,524,501-600,MANUAL REVIEW
0.155959085,41,0,10.0,0.0,5,0,1,0,0.0,0,0.0,0.20746887966804978,0,0.20182999046449995,526,501-600,MANUAL REVIEW
0.518839713,39,1,0.661335466,2500.0,7,0,1,0,0.0,1,1653.338665,0.3167420814479638,1,0.5905131728678896,476,300-500,DECLINE
0.54251227,36,0,1.630842289,4000.0,24,0,3,0,0.0,0,6523.369156000001,1.256544502617801,0,0.6882758279369151,464,300-500,DECLINE
0.058992118,38,0,0.212844287,7333.0,5,0,2,0,2.0,0,1560.787156571,0.23696682464454974,0,0.259007576631582,517,501-600,MANUAL REVIEW
0.10899564,73,0,0.2402868,16317.0,6,0,2,0,1.0,0,3920.7597155999997,0.10695187165775401,0,0.151486623816332,536,501-600,MANUAL REVIEW
0.9999999,25,0,0.054272792,4200.0,3,0,0,0,0.0,0,227.9457264,0.3703703703703704,0,0.7727046949166344,451,300-500,DECLINE
0.881932133,45,0,0.269722112,7592.0,12,0,0,1,2.0,1,2047.7302743040002,0.4270462633451957,0,0.6703772768244967,466,300-500,DECLINE
0.618799329,50,1,0.298634182,5417.0,10,0,1,0,3.0,1,1617.7013638940002,0.3021148036253776,0,0.641753605257343,470,300-500,DECLINE
0.114576192,45,0,0.402550355,6900.0,14,0,4,0,0.0,0,2777.5974495,0.49822064056939497,0,0.3348089715776425,506,501-600,MANUAL REVIEW
0.49708721,55,0,10.0,5400.0,3,0,0,0,0.0,0,54000.0,0.07874015748031496,0,0.34239034323223083,505,501-600,MANUAL REVIEW
0.154246627,53,0,0.476277041,5500.0,15,0,3,0,2.0,0,2619.5237255,0.4155124653739612,0,0.33370220012421753,507,501-600,MANUAL REVIEW
0.038907421,36,0,0.148628564,7400.0,12,0,0,0,3.0,0,1099.8513736,0.6282722513089005,0,0.27255799329365643,515,501-600,MANUAL REVIEW
0.210883048,47,0,0.381475445,14110.0,18,0,5,0,0.0,0,5382.61852895,0.5980066445182723,0,0.3978824583618019,499,300-500,DECLINE
0.000363623,44,0,10.0,5400.0,10,0,1,0,0.0,0,54000.0,0.36900369003690037,0,0.20078046069823122,526,501-600,MANUAL REVIEW
0.004852379,73,0,0.289880689,2262.0,11,0,1,0,0.0,0,655.7101185180001,0.19607843137254902,0,0.15124807470076515,536,501-600,MANUAL REVIEW
0.202970588,44,0,0.22304405,6083.0,7,0,1,0,2.0,0,1356.77695615,0.25830258302583026,0,0.30599688311775497,510,501-600,MANUAL REVIEW
0.3745326,45,0,0.87115883,2700.0,13,1,3,0,0.0,1,2352.128841,0.4626334519572953,0,0.5437860454981356,482,300-500,DECLINE
0.429473354,43,0,0.484969407,3758.0,6,0,1,0,1.0,0,1822.515031506,0.22988505747126436,1,0.42924089770275364,495,300-500,DECLINE
0.36347149,62,0,0.085614217,7708.0,5,0,0,0,0.0,0,659.914384636,0.11086474501108647,0,0.2671674074948303,516,501-600,MANUAL REVIEW
0.239422842,60,0,10.0,5400.0,18,0,7,1,0.0,1,54000.0,0.4176334106728538,0,0.38540036462317473,500,300-500,DECLINE
0.993006993,31,1,0.012687428,2600.0,4,0,0,0,0.0,1,32.9873128,0.28368794326241137,0,0.8185889363202808,443,300-500,DECLINE
0.014138935,65,0,10.0,5400.0,5,0,1,0,0.0,0,54000.0,0.10395010395010394,0,0.13524638717089055,540,501-600,MANUAL REVIEW
0.28127187,49,0,1.022279349,3500.0,25,0,2,0,0.0,0,3577.9777215,0.778816199376947,0,0.4533387003496123,492,300-500,DECLINE
0.017393564,64,0,0.251365126,5493.0,18,0,2,0,0.0,0,1380.748637118,0.38216560509554137,0,0.21035579897984036,525,501-600,MANUAL REVIEW
0.019272639,40,1,0.14983165,2375.0,8,0,0,0,0.0,1,355.85016875,0.3463203463203463,0,0.2867055492937019,513,501-600,MANUAL REVIEW
0.118988101,47,0,0.280847347,4578.0,4,0,1,0,0.0,0,1285.719154566,0.13289036544850497,0,0.2272746555154045,522,501-600,MANUAL REVIEW
0.019799275,61,0,10.0,1.0,8,0,2,0,0.0,0,10.0,0.18140589569160998,0,0.1316614889901134,541,501-600,MANUAL REVIEW
0.004090537,27,0,0.0859375,3583.0,3,0,0,0,0.0,0,307.9140625,0.297029702970297,0,0.22561219891810705,522,501-600,MANUAL REVIEW
0.058941059,25,0,1.0,0.0,1,0,0,0,0.0,0,0.0,0.1234567901234568,0,0.24736451736483625,519,501-600,MANUAL REVIEW
0.01614188,56,0,0.108180329,11600.0,15,0,1,0,0.0,0,1254.8918164000002,0.3836317135549872,0,0.18728254828836086,529,501-600,MANUAL REVIEW
0.807608899,50,1,0.45093043,12950.0,15,0,2,0,1.0,1,5839.5490684999995,0.45317220543806647,0,0.7412740106386885,456,300-500,DECLINE
0.012654954,67,0,0.211344538,9519.0,9,0,1,0,0.0,0,2011.788657222,0.17964071856287425,0,0.14346233519066157,538,501-600,MANUAL REVIEW
0.020445154,72,0,0.008712871,5049.0,7,0,0,0,1.0,0,43.991285679,0.12704174228675136,0,0.13408589965644532,540,501-600,MANUAL REVIEW
0.733751083,39,2,10.0,5400.0,5,0,0,0,0.0,2,54000.0,0.2262443438914027,0,0.7265780898570006,458,300-500,DECLINE
0.257097538,89,0,10.0,0.0,6,0,0,0,0.0,0,0.0,0.08321775312066575,0,0.11727072378657377,545,501-600,MANUAL REVIEW
0.9999999,27,0,0.0,2745.0,1,0,0,0,0.0,0,0.0,0.09900990099009901,0,0.7561204262514755,454,300-500,DECLINE
0.0,54,0,0.364484184,10400.0,7,0,2,0,7.0,0,3790.6355135999997,0.18867924528301885,0,0.2219105460695981,523,501-600,MANUAL REVIEW
0.064798149,60,0,0.123226359,10500.0,12,0,1,0,0.0,0,1293.8767695,0.27842227378190254,0,0.18548354892352267,529,501-600,MANUAL REVIEW
0.118782555,33,1,0.255807116,3400.0,8,0,0,2,0.0,3,869.7441944,0.49689440993788814,1,0.30797755625839573,510,501-600,MANUAL REVIEW
0.587370631,57,0,0.175412294,2000.0,3,0,0,0,0.0,0,350.824588,0.07481296758104738,0,0.41991801279460916,496,300-500,DECLINE
0.068021938,70,0,0.901419716,5000.0,9,0,1,0,2.0,0,4507.09858,0.1694915254237288,0,0.17682945391368346,531,501-600,MANUAL REVIEW
0.048144385,56,0,0.07846451,8283.0,8,0,1,0,0.0,0,649.92153633,0.20460358056265984,0,0.18035399005425576,530,501-600,MANUAL REVIEW
0.9999999,53,0,0.185938021,3000.0,2,1,0,0,0.0,1,557.814063,0.055401662049861494,0,0.7293168337377425,458,300-500,DECLINE
0.749555736,48,0,0.383584222,9100.0,6,0,1,0,3.0,0,3490.6164202,0.19292604501607716,0,0.5992682340393632,475,300-500,DECLINE
0.421290087,48,0,0.510414931,6000.0,5,1,1,1,1.0,2,3062.489586,0.1607717041800643,0,0.4252937930606349,495,300-500,DECLINE
0.9999999,23,0,0.074518472,3166.0,3,0,0,0,0.0,0,235.92548235200002,0.49180327868852464,0,0.7852490499374866,449,300-500,DECLINE
0.072484009,64,0,10.0,5400.0,4,0,1,0,0.0,0,54000.0,0.08492569002123142,0,0.15155170216551792,536,501-600,MANUAL REVIEW
0.280334483,34,0,0.558411882,3500.0,10,0,1,0,0.0,0,1954.441587,0.5847953216374269,0,0.40340727726764003,498,300-500,DECLINE
0.008199497,68,0,0.172965407,5000.0,11,0,1,0,0.0,0,864.8270349999999,0.21526418786692758,0,0.15731864286886976,535,501-600,MANUAL REVIEW
0.03336143,55,0,0.414058594,10000.0,14,0,3,0,0.0,0,4140.58594,0.3674540682414698,0,0.22870925556992366,522,501-600,MANUAL REVIEW
0.797380233,42,3,0.414340919,9315.0,7,0,3,0,0.0,3,3859.5856604849996,0.2788844621513944,0,0.8550925104461661,435,300-500,DECLINE
0.228395847,49,0,0.864897036,8400.0,11,0,4,0,1.0,0,7265.1351024000005,0.3426791277258567,0,0.36708573817724477,502,501-600,MANUAL REVIEW
0.086375567,72,0,0.290208511,8200.0,12,0,2,0,0.0,0,2379.7097902,0.2177858439201452,0,0.18228140159701572,530,501-600,MANUAL REVIEW
0.634877908,61,2,0.387866394,4400.0,6,0,1,0,0.0,2,1706.6121336,0.13605442176870747,1,0.6370365741861436,470,300-500,DECLINE
0.9999999,44,0,0.191061003,14900.0,5,1,1,0,2.0,1,2846.8089447,0.18450184501845018,0,0.7659686108311905,452,300-500,DECLINE
0.255296544,76,0,0.253943568,4500.0,11,0,0,0,0.0,0,1142.746056,0.18612521150592215,0,0.21462750833328434,524,501-600,MANUAL REVIEW
0.0,74,0,0.40234375,511.0,7,0,0,0,0.0,0,205.59765625,0.12259194395796848,0,0.1279185048411616,542,501-600,MANUAL REVIEW
0.195160968,30,0,0.289243365,7083.0,6,0,2,0,0.0,0,2048.710754295,0.4580152671755725,0,0.35160078001649836,504,501-600,MANUAL REVIEW
0.000250341,72,0,10.0,0.0,6,0,1,0,0.0,0,0.0,0.1088929219600726,0,0.09405494784910591,552,501-600,MANUAL REVIEW
0.025995055,58,0,0.301124385,2845.0,9,0,2,0,0.0,0,856.698875325,0.218978102189781,0,0.20016013745581523,527,501-600,MANUAL REVIEW
0.109463082,66,0,1.048429319,4583.0,23,0,2,0,0.0,0,4804.9515689770005,0.4684317718940937,0,0.2691485409111985,515,501-600,MANUAL REVIEW
0.0286471,71,0,10.0,5400.0,4,0,0,0,0.0,0,54000.0,0.07393715341959334,0,0.11527098817639525,545,501-600,MANUAL REVIEW
0.194813757,48,0,0.271394295,3750.0,8,0,1,1,1.0,1,1017.72860625,0.2572347266881029,1,0.2660229331475097,516,501-600,MANUAL REVIEW
0.046443394,43,0,0.181948015,3500.0,14,0,0,0,0.0,0,636.8180525,0.5363984674329502,0,0.24799594909488967,519,501-600,MANUAL REVIEW
0.021493399,58,0,0.261459923,19000.0,13,0,2,0,0.0,0,4967.738536999999,0.31630170316301703,0,0.1701840052175487,532,501-600,MANUAL REVIEW
0.530342645,37,0,0.365735953,2900.0,6,0,1,0,1.0,0,1060.6342637,0.29850746268656714,1,0.522295936248013,484,300-500,DECLINE
0.776274933,59,0,0.662109774,4900.0,11,0,1,0,0.0,0,3244.3378926,0.26128266033254155,0,0.5853062510227988,477,300-500,DECLINE
0.911002543,50,1,0.42559791,12250.0,11,0,1,0,2.0,1,5213.5743975000005,0.3323262839879154,0,0.7611576691634728,453,300-500,DECLINE
0.002218064,63,0,10.0,5400.0,9,0,1,0,0.0,0,54000.0,0.19522776572668113,0,0.14865481967982133,537,501-600,MANUAL REVIEW
0.857785554,51,0,0.335458068,8000.0,6,0,1,0,2.0,0,2683.664544,0.1759530791788856,0,0.6426724264741945,470,300-500,DECLINE
0.82381758,43,1,1.126171143,1600.0,6,0,0,0,0.0,1,1801.8738288000002,0.22988505747126436,0,0.7133793728340347,460,300-500,DECLINE
0.228238588,68,0,10.0,5400.0,9,0,2,0,0.0,0,54000.0,0.1761252446183953,0,0.23292950282277416,521,501-600,MANUAL REVIEW
0.0,61,0,0.0,5400.0,4,0,0,0,0.0,0,0.0,0.09070294784580499,0,0.13507231989322294,540,501-600,MANUAL REVIEW
0.044254378,68,0,0.121434872,3400.0,8,0,1,0,0.0,0,412.8785648,0.15655577299412915,0,0.16289735738291217,534,501-600,MANUAL REVIEW
0.013777165,81,0,0.001999556,4500.0,4,0,0,0,0.0,0,8.998002,0.062402496099843996,0,0.10488483119729379,548,501-600,MANUAL REVIEW
0.011982701,64,0,0.003375899,6812.0,8,0,0,0,2.0,0,22.996623988,0.16985138004246284,0,0.1527135900817941,536,501-600,MANUAL REVIEW
0.985244151,33,1,0.418037909,4800.0,12,0,0,0,1.0,1,2006.5819632,0.7453416149068323,0,0.8462989653434724,437,300-500,DECLINE
0.024665844,61,0,0.205117953,2500.0,6,1,0,0,1.0,1,512.7948825,0.13605442176870747,0,0.20450634626802605,526,501-600,MANUAL REVIEW
0.018060793,36,0,0.221437142,7500.0,7,0,1,0,0.0,0,1660.778565,0.36649214659685864,0,0.22561958866784645,522,501-600,MANUAL REVIEW
0.02614257,64,1,0.383068548,9000.0,15,0,1,0,0.0,1,3447.616932,0.3184713375796178,0,0.23623160896774753,520,501-600,MANUAL REVIEW
0.262697182,58,0,10.0,5400.0,9,0,1,0,0.0,0,54000.0,0.218978102189781,0,0.264252274343849,516,501-600,MANUAL REVIEW
0.256100474,73,1,0.268238186,8950.0,12,1,3,1,0.0,3,2400.7317647,0.21390374331550802,1,0.374775074586841,501,501-600,MANUAL REVIEW
0.32556985,33,0,10.0,5400.0,7,0,1,0,0.0,0,54000.0,0.43478260869565216,0,0.3860365239576609,500,300-500,DECLINE
0.0,48,0,10.0,5400.0,7,0,1,0,0.0,0,54000.0,0.22508038585209003,0,0.1764537742492058,531,501-600,MANUAL REVIEW
0.045272026,37,0,0.625254582,5400.0,5,0,2,0,0.0,0,3376.3747427999997,0.24875621890547261,0,0.2455880923223933,519,501-600,MANUAL REVIEW
0.301975842,28,0,0.569892473,650.0,4,0,0,0,0.0,0,370.43010745,0.3603603603603604,0,0.3880808459462026,500,300-500,DECLINE
0.123694466,54,1,0.839264294,2500.0,10,0,2,0,0.0,1,2098.160735,0.2695417789757412,0,0.3316897866494645,507,501-600,MANUAL REVIEW
0.137619344,53,0,0.492512479,6610.0,4,0,2,0,2.0,0,3255.5074861900002,0.11080332409972299,0,0.24233714661069924,520,501-600,MANUAL REVIEW
0.266128481,35,0,0.232833465,3800.0,12,0,0,0,0.0,0,884.767167,0.6629834254143646,0,0.3839101531173973,500,300-500,DECLINE
0.159696747,69,0,0.02739726,10438.0,9,0,1,0,0.0,0,285.97259988,0.1727447216890595,0,0.18452626779777523,529,501-600,MANUAL REVIEW
1.0,34,0,0.452007648,2614.0,10,0,1,0,0.0,0,1181.547991872,0.5847953216374269,0,0.7985326449387552,447,300-500,DECLINE
0.122658489,34,0,0.052206339,3217.0,6,0,0,0,0.0,0,167.94779256299998,0.3508771929824561,0,0.2735139379051957,515,501-600,MANUAL REVIEW
0.024997223,58,0,0.001290045,4650.0,2,0,0,0,0.0,0,5.99870925,0.048661800486618,0,0.14393337990439084,538,501-600,MANUAL REVIEW
0.9999999,30,0,0.20043494,2758.0,2,1,0,0,0.0,1,552.79956452,0.15267175572519084,1,0.8014630638514961,446,300-500,DECLINE
0.889451782,47,0,0.411025583,8833.0,13,3,1,1,3.0,4,3630.5889746390003,0.4318936877076412,0,0.845273174335878,438,300-500,DECLINE
0.576291642,42,0,10.0,5400.0,13,0,2,0,3.0,0,54000.0,0.5179282868525896,0,0.5912816947752916,476,300-500,DECLINE
0.954687319,63,0,0.264019254,4154.0,8,0,0,0,0.0,0,1096.735981116,0.1735357917570499,0,0.6359245881097537,471,300-500,DECLINE
0.021525537,40,0,0.311672082,4000.0,19,0,2,0,2.0,0,1246.688328,0.8225108225108224,0,0.33121018323271806,507,501-600,MANUAL REVIEW
0.207266263,49,0,0.226237972,4260.0,5,0,1,0,1.0,0,963.77376072,0.1557632398753894,0,0.2759306400394721,514,501-600,MANUAL REVIEW
0.158601957,79,0,10.0,5400.0,8,0,1,0,0.0,0,54000.0,0.1288244766505636,0,0.15901117874779624,535,501-600,MANUAL REVIEW
0.218161881,56,0,0.432691296,9500.0,15,0,2,0,0.0,0,4110.567312,0.3836317135549872,0,0.3018828885336342,511,501-600,MANUAL REVIEW
0.0,69,0,10.0,5400.0,5,0,1,0,0.0,0,54000.0,0.09596928982725528,0,0.12369362366339529,543,501-600,MANUAL REVIEW
0.467771443,52,0,0.337817839,7432.0,9,0,1,0,0.0,0,2510.662179448,0.2564102564102564,0,0.4069670073641501,497,300-500,DECLINE
0.168333227,64,0,0.349041096,7299.0,5,0,1,0,1.0,0,2547.650959704,0.10615711252653927,0,0.20198359697200605,526,501-600,MANUAL REVIEW
0.9999999,22,0,10.0,5400.0,0,0,0,0,0.0,0,54000.0,0.0,0,0.739210681481938,457,300-500,DECLINE
0.263898888,57,0,0.216472073,6337.0,4,0,2,0,0.0,0,1371.783526601,0.0997506234413965,0,0.27180147438683433,515,501-600,MANUAL REVIEW
0.08025485,42,0,0.312165405,5416.0,4,0,1,0,1.0,0,1690.68783348,0.1593625498007968,0,0.23128062193034543,521,501-600,MANUAL REVIEW
0.9999999,35,0,10.0,5400.0,8,0,2,0,1.0,0,54000.0,0.4419889502762431,0,0.786193461815759,449,300-500,DECLINE
0.811583302,54,2,0.262707599,1986.0,6,1,0,0,1.0,3,521.737291614,0.16172506738544473,1,0.8026132157397727,446,300-500,DECLINE
0.000826412,36,1,0.07571116,6854.0,10,0,0,0,4.0,1,518.92429064,0.5235602094240838,0,0.32670707606104543,507,501-600,MANUAL REVIEW
0.9999999,44,0,0.752301987,24000.0,11,0,5,0,0.0,0,18055.247688,0.4059040590405904,0,0.7756152961284382,451,300-500,DECLINE
0.28247328,33,0,0.241722488,5224.0,9,0,0,0,2.0,0,1262.758277312,0.5590062111801242,0,0.39601584974879345,499,300-500,DECLINE
0.9999999,39,0,0.031715976,4224.0,1,0,0,0,3.0,0,133.968282624,0.04524886877828054,0,0.7360483267093427,457,300-500,DECLINE
